WMO,CYCLE_NUMBER,Category,PRES_ADJUSTED,LATITUDE,LONGITUDE,TIME
6990505,74,1,580,-12.098404666666664,41.69932633333333,2024-09-17
6990505,51,1,340,-11.4924475,49.38321216666667,2024-02-06
5903593,264,1,380,-52.329,154.973,2015-12-14
4903571,15,1,340,19.9411,-22.9669,2024-07-28
5905130,143,1,380,-28.821,-7.737,2021-08-06
5905501,113,1,700,-44.838411666666666,146.89451333333332,2023-06-29
5905501,31,3,740,-44.90947,150.14707333333334,2022-05-04
6902667,29,0,340,70.466631,-61.515908499999995,2016-08-05
6902667,31,0,340,70.56265616666666,-61.5216995,2016-08-07
7900585,213,0,260,57.80533,-28.25566,2023-10-28
7900585,95,0,220,50.277061276585094,-35.90317301175651,2022-03-16
7900585,143,0,460,54.35826,-27.86775,2022-11-11
7900585,199,1,340,57.54557,-27.37477,2023-08-19
7900585,203,1,220,57.6161,-27.64629,2023-09-08
6903553,71,1,700,69.83265359999999,3.5747772,2020-04-22
6903553,91,0,820,70.95922,-0.96191,2020-08-21
6903553,107,1,420,68.735745,3.906055,2020-12-04
6901523,154,0,900,59.29947333333333,-44.943328333333334,2015-06-16
5906553,11,1,300,-56.0027,-124.5253,2023-04-12
5906553,7,1,260,-55.0358,-134.4904,2023-03-02
5906553,26,1,220,-56.3386,-116.8286,2023-09-13
2903858,28,0,460,-15.6602,-81.7259,2024-09-13
2903858,1,1,340,-16.9903,-81.0522,2023-12-11
5906569,20,1,220,-38.8798,-143.3308,2023-06-13
6902903,18,1,540,39.12736666666667,12.702751666666666,2018-08-31
5905638,184,1,260,-64.865,150.526,2023-04-05
5905134,133,1,860,-32.194,4.861,2021-05-10
1902602,63,1,460,67.731075,-4.692445,2024-03-25
1902382,46,0,380,18.6227,-31.7018,2023-04-11
4901802,10,0,380,69.50712416666667,-61.66745733333334,2016-07-18
4901802,30,0,380,69.78900983333332,-61.075612166666666,2016-08-07
4901802,5,0,420,69.525318,-61.096816,2016-07-13
4901802,16,1,820,69.64100499999999,-61.361209499999994,2016-07-24
6904118,55,1,500,-38.97374,26.73845,2022-10-01
6904118,146,1,820,-42.66641,65.78287,2024-06-18
6904118,47,1,540,-39.14792,22.76651,2022-08-07
7900560,66,0,300,18.11247,-20.00997,2020-06-25
5906507,150,0,420,36.6108,-125.2051,2023-11-03
5906312,40,0,380,-57.2114,-44.1375,2023-12-19
6903273,123,0,300,67.188,1.19,2018-10-23
6903273,49,1,220,70.058,-5.095,2016-10-09
6903273,79,1,220,63.841,-4.303,2017-07-21
6903273,205,1,260,65.405,0.567,2021-02-12
6903273,189,0,220,64.889,-0.949,2020-08-30
6903273,30,0,300,69.313,-1.18,2016-07-06
5904105,108,0,260,-64.726,151.301,2014-12-12
5905373,144,0,460,-53.798,-149.182,2022-01-06
5905373,84,0,340,-59.005,-179.943,2020-05-12
5905373,142,1,340,-53.524,-149.596,2021-12-17
5905373,153,1,340,-55.554,-142.71,2022-04-07
5905373,138,1,220,-54.854,-152.543,2021-11-07
5905373,90,1,220,-57.811,-173.12,2020-07-11
1902457,23,0,340,6.6494,65.6868,2024-01-08
6901004,122,1,540,-45.59238666666667,120.942925,2016-02-12
6901004,51,1,580,-50.270615,85.41226666666667,2015-05-14
6901004,269,1,300,-60.079285,164.98728,2017-05-29
6901004,230,0,300,-58.23719333333333,166.51441166666666,2017-01-22
6901004,139,1,380,-49.13881833333333,134.90386666666666,2016-04-13
6901004,208,0,420,-55.68474833333333,160.931285,2016-12-09
6901521,60,1,460,61.40779166666667,-50.915123333333334,2014-02-25
5904660,53,0,300,-58.428,-37.491,2017-06-29
5904660,40,0,420,-59.468,-45.334,2017-02-14
5904660,54,0,340,-57.505,-38.021,2017-07-10
6901486,133,0,540,59.041558333333334,-53.38981833333333,2015-04-30
6901486,146,0,780,58.71131,-49.69783666666667,2015-05-17
6901486,95,0,300,59.00224166666667,-48.919765,2014-09-14
6901486,66,1,380,59.03471666666667,-46.1635,2014-04-22
6901486,338,0,220,57.39749,-54.03346333333333,2017-05-31
6901486,27,1,300,64.523335,-32.502183333333335,2013-08-05
6901486,270,0,500,58.54535833333333,-51.80627166666667,2016-06-16
6901486,67,1,780,58.92681,-45.831466666666664,2014-04-27
6901768,93,1,260,37.960278333333335,19.566016666666663,2016-04-28
6901583,141,1,620,-48.823915,85.798695,2017-01-14
6901583,162,1,660,-47.5709,91.21010333333334,2017-02-25
6901583,250,1,620,-49.581365,119.332295,2018-02-06
6901583,254,1,220,-50.182451666666665,119.863215,2018-02-14
6901583,158,1,460,-48.02616666666667,91.756095,2017-02-17
6901583,211,1,300,-48.332675,106.96667833333332,2017-11-15
6901582,152,1,220,-39.33788666666667,9.781041666666669,2016-11-19
6901582,167,1,260,-40.194445,9.206076666666666,2016-12-23
2903794,37,1,220,68.8031925,-1.748436833333333,2023-11-25
2903794,70,1,260,67.4957035,-0.40809766666666664,2024-05-24
5904471,133,1,340,-66.62898037157727,5.5686733897819,2018-09-12
5904471,83,0,300,-64.936,3.752,2017-04-14
5907052,1,0,260,-64.5477,79.8829,2024-03-07
5904856,36,0,460,-59.889,-50.982,2017-12-18
5904856,18,0,700,-60.053,-56.541,2017-06-19
5904856,44,0,460,-59.543,-45.354,2018-03-08
5906511,28,1,340,34.246,155.34,2023-02-11
5906443,4,0,580,-49.7866,153.8181,2023-02-11
1902643,11,1,460,-49.7913,131.9743,2024-06-03
6903592,74,2,260,74.68157166666667,-5.334968333333333,2023-06-06
6903592,70,0,220,74.711965,-8.293408333333334,2023-05-17
6903592,71,0,580,74.83734833333334,-7.262133333333333,2023-05-22
6903592,66,0,220,75.01139,-4.8453816666666665,2023-04-27
5904765,16,0,260,-45.507,-171.95,2016-11-03
6903551,4,0,220,74.88969,-4.663473333333333,2019-06-04
6903551,10,0,620,75.36784333333334,-0.9267533333333332,2019-07-04
5906538,66,1,260,-25.8455,51.3182,2024-09-04
5905135,118,1,380,-50.367,34.755,2020-12-10
5906542,29,1,420,-60.611,-119.573,2023-09-16
5906542,62,1,380,-60.8499,-96.523,2024-08-24
5904845,21,0,220,-60.374,-85.002,2017-08-09
5904684,22,1,220,-54.866,96.138,2016-10-15
5904474,75,1,300,-36.435,13.8015,2016-07-26
6901688,63,1,260,-47.445101666666666,38.715695,2015-11-08
6901688,78,1,580,-47.51409666666667,40.44045833333333,2015-12-23
5904682,1,1,260,-50.597,90.399,2016-03-02
5904682,159,0,220,-59.607,-178.526,2020-08-23
5904682,3,1,340,-50.022,90.424,2016-03-22
5904682,25,0,380,-45.784,103.957,2016-11-06
6902904,194,1,220,34.38485166666667,26.375796666666663,2021-04-08
6902904,47,3,340,35.642846666666664,29.03218,2019-04-12
6902904,50,1,220,35.583598333333335,28.904395,2019-04-21
6902904,52,1,260,35.59995833333333,28.80107,2019-04-27
6902904,46,0,380,35.65223833333334,29.081715,2019-04-09
5904686,42,0,340,-48.938,107.501,2017-04-12
5904686,34,2,500,-48.072,101.112,2017-01-21
5904686,36,1,260,-47.993,101.627,2017-02-10
5904686,19,1,260,-52.123,93.818,2016-08-24
5904686,4,2,380,-55.142,83.829,2016-03-26
5904686,43,0,340,-49.509,107.613,2017-04-22
5904686,31,2,220,-48.556,99.785,2016-12-22
5904686,33,2,220,-48.123,100.716,2017-01-11
5904661,51,1,260,-43.079,-55.907,2017-05-29
5903274,188,0,420,51.81396655374667,-139.09804847558,2013-02-12
6902668,28,0,380,69.5475965,-60.64571566666667,2016-08-05
6902668,65,0,300,69.8607425,-61.462083,2016-09-11
5906315,28,0,540,-51.187,-135.682,2021-10-15
5906315,25,1,420,-49.727,-138.028,2021-09-15
4903532,19,1,220,60.8784,-25.0119,2023-11-01
6902953,25,0,260,67.94476133333333,-60.11448533333334,2019-07-25
6902953,12,0,260,68.39922434371927,-61.01193743644451,2019-05-10
6902953,23,0,260,67.92529966666666,-60.0670545,2019-07-23
6902953,17,0,220,67.94576116666667,-60.00792766666667,2019-07-17
6902953,20,0,260,67.962029,-59.87896416666668,2019-07-20
5906296,77,1,420,45,-128.555,2022-12-25
6902828,207,0,300,35.24450563745828,20.59445990909,2017-07-27
5904683,48,1,540,-51.614,132.004,2017-07-02
5904104,188,2,340,-62.861,179.421,2016-07-10
7901001,69,0,660,18.749536666666668,-23.62993833333333,2023-02-27
7901001,43,1,340,18.402661666666667,-21.606818333333333,2022-08-06
1902304,159,1,700,56.3245,-18.9868,2024-04-10
6903025,83,0,340,-20.929575,-176.73511333333337,2020-05-13
6903025,122,0,340,-21.609135,-177.63917166666667,2020-09-07
5905072,37,0,460,-50.182,97.648,2017-12-03
5905072,127,0,260,-57.743,-175.901,2020-02-19
5905072,86,2,300,-53.069,153.303,2019-03-20
5905072,103,0,220,-56.867,171.289,2019-08-27
5905072,48,0,500,-46.463,99.44,2018-03-14
5905072,105,1,260,-55.378,172.249,2019-09-07
5905072,89,2,260,-56.413,157.08,2019-04-19
5905072,45,0,220,-47.167,97.408,2018-02-12
5905072,143,2,420,-57.962,-176.142,2020-03-06
5906039,276,0,340,20.955,-149.884,2020-05-06
5906039,191,0,420,21.68,-151.468,2020-01-19
5905103,139,2,260,-55.69,-153.168,2021-12-01
5905103,57,1,260,-53.338,157.318,2019-08-31
5904476,26,1,260,-46.682,24.012,2015-08-16
5904476,34,0,700,-46.421,29.668,2015-11-04
5904021,84,0,300,34.02,-124.777,2014-01-23
1902453,24,0,260,-0.2538,65.1567,2024-01-17
5906472,57,1,300,16.8874,-153.142,2023-07-14
6901770,61,0,220,34.490925,26.05234,2016-02-21
5906035,2,0,300,-34.595,26.544,2019-05-20
5906035,136,0,380,-46.077,82.814,2023-01-21
5906035,19,0,380,-40.138,24.946,2019-11-06
5906035,137,2,300,-48.015,84.512,2023-01-31
5906035,43,0,860,-37.407,31.658,2020-07-03
5906035,132,0,380,-45.353,78.315,2022-12-12
5906035,48,0,500,-37.696,31.543,2020-08-22
5906035,129,0,300,-45.514,74.5,2022-11-12
6901646,62,0,620,61.960593333333335,-32.131078333333335,2015-01-25
6901646,67,0,500,62.20339666666667,-31.464205,2015-02-04
6901769,138,0,340,38.97482333333333,10.226271666666667,2017-03-21
6901769,64,0,220,38.570385,9.618343333333334,2016-02-15
6901769,62,0,220,38.63384,9.663843333333332,2016-02-09
6901769,63,0,220,38.62889666666667,9.644925,2016-02-12
6901657,55,0,340,40.908321666666666,7.798458333333333,2019-05-29
5904673,39,0,220,-57.534,-154.649,2017-05-28
5904673,106,2,260,-59.828,-117.247,2019-02-20
5904673,35,1,300,-57.528,-158.646,2017-04-18
5904673,20,0,220,-58.338,-166.31,2016-11-19
5904673,46,1,260,-55.717,-151.072,2017-08-06
5904673,99,0,220,-60.853,-116.632,2019-01-18
5904673,64,0,500,-59.845,-131.465,2018-02-02
5904673,10,0,220,-60.265,-167.901,2016-08-10
5904673,41,2,260,-56.425,-154.654,2017-06-17
5904673,88,1,260,-62.697,-115.027,2018-09-30
2903463,8,0,220,3.0539,-99.6444,2023-08-05
2903463,40,2,340,3.0472,-98.0154,2024-06-22
2903463,7,2,220,3.5111,-99.9227,2023-07-26
5905071,84,0,940,-38.085,86.035,2020-03-25
5905071,34,0,300,-45.703,74.555,2018-11-11
5905071,35,1,260,-46.349,76.016,2018-11-21
5905071,43,1,460,-43.962,77.709,2019-02-09
5905071,9,0,500,-40.427,59.238,2018-03-05
5905071,25,2,900,-43.368,70.961,2018-08-12
6903828,20,1,220,36.069295,21.855071666666667,2023-03-16
5906213,66,0,460,-55.721,-61.262,2021-10-07
5906293,70,0,260,46.966,-127.122,2022-03-18
5906293,12,1,260,45.278,-127.194,2020-11-13
5906293,93,1,300,47.411,-126.463,2022-11-03
6901485,101,1,460,62.765593333333335,-57.78631333333333,2015-01-25
5904846,63,1,220,-39.355,138.059,2019-09-29
5904179,122,1,220,-54.96,-146.383,2017-08-26
5904179,138,1,500,-58.503,-120.152,2018-02-08
5904179,128,0,340,-56.394,-131.734,2017-10-28
5904179,106,1,260,-54.562,-162.928,2017-03-14
5906438,43,1,860,41.379,-46.227,2022-07-07
5904984,59,0,500,-58.415,-39.967,2018-08-02
5904984,17,2,340,-56.914,-52.748,2017-06-08
5904984,50,0,620,-58.468,-41.08,2018-05-04
5904984,61,1,660,-58.626,-38.74,2018-08-22
5904984,18,1,300,-58.162,-53.683,2017-06-18
5904984,25,3,940,-57.331,-46.123,2017-08-27
5904984,15,1,460,-56.251,-57.609,2017-05-18
5904984,31,0,460,-59.142,-46.242,2017-10-26
5904984,70,0,420,-57.728,-37.266,2018-11-20
5904984,69,0,420,-57.572,-37.408,2018-11-10
5906544,4,0,220,-63.847,-85.1311,2022-12-22
5905079,72,0,420,-59.174,-70.563,2019-02-10
5905079,74,0,260,-59.552,-66.68,2019-03-02
5905079,101,0,660,-53.058,-56.227,2019-11-29
1902454,47,0,220,3.0234,56.7168,2024-09-05
1902454,24,0,300,2.9426,63.2357,2024-01-19
1902454,33,1,340,3.144,59.1798,2024-04-18
3902122,219,0,220,10.049968333333334,-26.471813333333333,2020-06-10
3902122,281,1,260,10.686248333333332,-25.525328333333334,2021-04-16
5906220,76,1,220,-49.787,107.864,2022-03-04
5906220,24,0,420,-48.575,84.074,2020-09-14
5906220,77,1,260,-50.412,109.069,2022-03-15
5906220,51,1,420,-50.74,99.348,2021-06-20
5906220,61,1,220,-49.672,102.583,2021-10-01
5906220,37,1,460,-50.893,97.644,2021-01-26
5906209,15,1,460,-45.655,64.329,2020-06-02
4903462,3,0,220,8.233,-49.163,2022-11-25
5906226,107,0,860,-57.083,-20.615,2023-02-04
5906226,31,0,220,-60.319,-53.778,2020-12-05
5905996,34,0,220,-51.07,20.183,2019-11-18
7900561,80,0,300,18.04096,-18.80023,2020-08-27
2903466,4,4,340,1.2436,84.0185,2023-08-03
5905505,86,1,220,-41.33900833333333,157.0556816666667,2022-10-03
5906576,46,0,540,-19.9899,-110.4476,2024-04-06
5906033,139,0,420,-65.79,13.501,2023-02-04
5906033,3,1,220,-65.639,28.516,2019-05-09
5904672,60,0,220,-55.451,-145.262,2017-12-20
5904468,70,0,420,-66.235,4.378,2016-12-30
5904468,36,0,420,-63.879,2.773,2016-01-15
5904468,90,1,340,-65.39,0.61,2017-07-24
5904468,64,1,220,-66.058,4.428,2016-10-29
5904468,96,1,420,-64.938,0.426,2017-09-24
5905073,44,3,380,-49.165,89.285,2018-02-11
5905073,92,0,340,-53.723,125.039,2019-06-06
5905073,39,1,260,-49.078,86.005,2017-12-23
5905073,28,1,220,-50.776,86.664,2017-09-04
5905073,48,1,260,-50.835,93.293,2018-03-23
5905073,61,1,340,-50.875,107.238,2018-08-01
5905073,45,0,580,-49.532,89.73,2018-02-21
5905073,94,1,300,-54.204,125.717,2019-06-26
5905073,43,1,220,-49.003,88.332,2018-02-01
5905073,25,1,380,-50.242,82.006,2017-08-05
5905073,97,1,380,-55.286,126.724,2019-07-26
5905073,15,0,300,-46.253,73.206,2017-04-26
6902967,2,0,300,69.48525083333334,-61.058838,2019-07-15
5904688,106,2,220,-59.337,176.601,2019-02-24
5904688,81,1,260,-53.818,153.589,2018-06-11
5904688,84,1,260,-56.896,158.425,2018-07-12
5906249,120,1,660,-37.978,16.025,2023-08-04
3902556,2,0,660,-13.3505,-80.9491,2023-12-20
2902092,52,0,340,18.943268347413316,64.60474314635653,2014-04-19
6904241,15,0,420,57.38087466666666,-47.9144545,2022-10-08
5906509,32,0,540,-61.906,-175.8882,2023-11-18
6901514,34,1,460,62.967101666666665,-23.214075,2013-06-15
5905076,69,0,420,-59.342,-82.013,2019-01-08
5905076,99,1,300,-52.99,-53.355,2019-11-06
5905076,105,0,460,-50.864,-53.777,2020-01-05
7900562,194,1,260,39.93646191374419,5.514886001068677,2022-04-12
6901649,172,3,260,41.30289166666667,3.797048333333333,2016-05-05
5906308,36,0,580,-42.545,-80.594,2021-10-21
5906489,36,2,460,-36.487,-50.26,2023-02-12
5904188,13,1,380,-51.319,-140.051,2014-06-18
5906491,59,1,420,-28.995,-16.168,2023-10-19
6902550,139,1,420,74.298,8.849,2016-09-23
6902550,199,0,340,75.87,0.689,2017-07-22
6902550,225,1,700,74.555,-12.469,2017-11-29
6902550,180,1,620,76.454,2.551,2017-04-18
6902550,227,1,540,74.12,-13.907,2017-12-09
6902550,151,0,500,75.26890378842296,6.848911806054363,2016-11-23
6903554,66,1,220,66.78088,-5.93137,2020-02-13
5905372,99,0,220,-57.537,-151.781,2020-10-08
5905372,105,0,300,-57.318,-146.16,2020-12-08
5905372,55,1,380,-61.156,173.094,2019-07-24
6901771,98,2,260,35.23445,17.885483333333333,2016-06-14
6901771,118,2,300,35.86343333333333,16.97048,2016-10-06
5904854,47,2,340,-47.852,-34.316,2018-04-04
5904185,152,1,380,-59.232,-67.98,2018-07-14
5904185,121,2,220,-60.347,-101.784,2017-08-29
5904472,101,2,260,-69.293,-29.491,2017-11-13
6901773,4,2,380,33.51360833333333,28.287563333333335,2015-05-25
6902545,193,0,300,67.751,7.224,2019-05-03
6902545,31,0,740,71.258,7.992,2014-11-20
6902545,7,0,260,70.601,5.775,2014-03-25
6902545,158,0,220,63.655,-7.173,2018-05-18
6902545,133,0,820,71.6,3.139,2017-09-06
6903550,71,0,300,68.92847,8.718343333333333,2020-04-30
6904240,28,1,420,58.27875533333333,-50.52053833333333,2023-01-29
6904240,30,0,380,57.49591866666666,-50.62123533333333,2023-02-18
6904240,7,0,940,58.36635033333334,-49.193507333333336,2022-07-03
5904766,137,0,300,-58.885,-96.611,2020-02-07
5904766,100,0,300,-59.73,-103.196,2019-02-02
5904766,52,2,340,-57.256,-157.807,2017-10-08
5904766,74,0,700,-55.001,-135.346,2018-05-17
5904766,96,0,460,-59.017,-106.636,2018-12-24
5904766,45,1,260,-56.541,-161.107,2017-07-30
5904766,138,1,380,-58.565,-96.813,2020-02-17
5904766,69,1,340,-55.437,-138.046,2018-03-28
5904766,131,2,460,-57.472,-99.789,2019-12-09
5904766,71,2,540,-56.855,-137.109,2018-04-17
5904766,55,0,420,-55.419,-155.323,2017-11-08
5904766,24,0,260,-57.848,-163.546,2017-01-01
5904766,92,0,380,-58.82,-109.213,2018-11-13
5904766,3,1,300,-54.693,-170.124,2016-06-05
5904766,84,1,220,-55.347,-114.132,2018-08-25
5904766,121,2,220,-58.488,-103.905,2019-08-31
5904766,49,0,420,-56.326,-158.378,2017-09-08
5904766,9,0,380,-56.599,-169.503,2016-08-04
5904766,83,1,420,-56.07,-115.385,2018-08-15
5904766,107,1,420,-58.253,-103.172,2019-04-13
5904766,88,2,300,-57.417,-112.79,2018-10-04
5904766,82,1,500,-57.045,-116.932,2018-08-05
5904766,37,0,380,-54.408,-163.737,2017-05-11
2903456,30,1,700,-53.8458,-141.9022,2024-04-03
6903555,78,1,220,74.90588,-2.97977,2020-04-28
6903555,79,0,220,75.39878,-3.59762,2020-05-03
6903555,37,1,220,75.12252,-2.02752,2019-10-18
4903456,30,1,220,39.81,-61.2731,2023-06-28
5906316,99,0,220,-44.632,-122.443,2023-10-01
1902593,48,1,260,-50.68774416666667,92.982027,2024-04-25
1902593,46,1,220,-50.86026449999999,89.45137866666667,2024-04-05
1902593,53,1,260,-50.872047499999994,92.62599816666668,2024-06-14
1902593,54,1,460,-49.80592016666666,95.54223,2024-06-24
1902593,21,1,620,-48.2073295,75.40187066666667,2023-07-30
6902544,2,1,340,64.866,0.893,2013-11-27
6902544,12,1,420,68.624,6.899,2014-03-11
6902544,43,1,500,75.138,6.552,2015-01-18
6901774,85,0,340,38.76221666666667,7.20966,2020-01-05
